Name,Path,Size_MB,Date_Modified,File_Type,Folder
"org_broadinstitute_hellbender_engine_filters_SampleReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_SampleReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_bqsr_AnalyzeCovariates.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_bqsr_AnalyzeCovariates.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_RMSMappingQuality.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_RMSMappingQuality.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$FirstOfPairReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$FirstOfPairReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_artifacts_ConvertSequencingArtifactToOxoG.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_artifacts_ConvertSequencingArtifactToOxoG.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pipelines_CountBasesSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pipelines_CountBasesSpark.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pipelines_CountReadsSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pipelines_CountReadsSpark.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_funcotator_Funcotator.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_funcotator_Funcotator.html",.16,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_CollectQualityYieldMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_CollectQualityYieldMetrics.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_copynumber_CreateReadCountPanelOfNormals.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_copynumber_CreateReadCountPanelOfNormals.json",.01,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pathseq_PathSeqPipelineSpark.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pathseq_PathSeqPipelineSpark.html",.13,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_sv_evidence_CalcMetadataSpark.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_sv_evidence_CalcMetadataSpark.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$SecondOfPairReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$SecondOfPairReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_AlignmentAgreesWithHeaderReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_AlignmentAgreesWithHeaderReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_markduplicates_CollectDuplicateMetrics.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_markduplicates_CollectDuplicateMetrics.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_StrandOddsRatio.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_StrandOddsRatio.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_vcf_filter_FilterVcf.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_vcf_filter_FilterVcf.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_ParallelCopyGCSDirectoryIntoHDFSSpark.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_ParallelCopyGCSDirectoryIntoHDFSSpark.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SamErrorMetric_IndelErrorMetric.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SamErrorMetric_IndelErrorMetric.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_fasta_ShiftFasta.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_fasta_ShiftFasta.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_varianteval_VariantEval.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_varianteval_VariantEval.html",.12,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_GcBiasSummaryMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_GcBiasSummaryMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_CollectRrbsMetrics.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_CollectRrbsMetrics.json",.01,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_RnaSeqMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_RnaSeqMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_vcf_MendelianViolations_FindMendelianViolations.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_vcf_MendelianViolations_FindMendelianViolations.json",.01,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NotSecondaryAlignmentReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NotSecondaryAlignmentReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_CountReads.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_CountReads.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_vcf_FixVcfHeader.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_vcf_FixVcfHeader.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_directed_CollectHsMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_directed_CollectHsMetrics.html",.09,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_util_AccumulateQualityYieldMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_util_AccumulateQualityYieldMetrics.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_illumina_IlluminaBasecallingMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_illumina_IlluminaBasecallingMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_gnarlyGenotyper_GnarlyGenotyper.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_gnarlyGenotyper_GnarlyGenotyper.html",.12,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_JumpingLibraryMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_JumpingLibraryMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$ValidAlignmentEndReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$ValidAlignmentEndReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_markduplicates_EstimateLibraryComplexity.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_markduplicates_EstimateLibraryComplexity.html",.09,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_ReferenceBases.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_ReferenceBases.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_PrintReadsHeader.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_PrintReadsHeader.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_ViewSam.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_ViewSam.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_validation_AnnotateVcfWithExpectedAlleleFraction.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_validation_AnnotateVcfWithExpectedAlleleFraction.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SamErrorMetric_ErrorMetric.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SamErrorMetric_ErrorMetric.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_CountVariants.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_CountVariants.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_IndexFeatureFile.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_IndexFeatureFile.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$AllowAllReadsReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$AllowAllReadsReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_util_LiftOverIntervalList.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_util_LiftOverIntervalList.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_MetricsReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_MetricsReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NotDuplicateReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NotDuplicateReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_metrics_analysis_BaseDistributionByCycleMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_metrics_analysis_BaseDistributionByCycleMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_sv_evidence_FindBadGenomicKmersSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_sv_evidence_FindBadGenomicKmersSpark.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SamErrorMetric_OverlappingErrorMetric.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SamErrorMetric_OverlappingErrorMetric.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_fastq_BamToBfq.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_fastq_BamToBfq.html",.09,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_AddCommentsToBam.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_AddCommentsToBam.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_QualByDepth.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_QualByDepth.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_AnalyzeSaturationMutagenesis.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_AnalyzeSaturationMutagenesis.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_vcf_CollectVariantCallingMetrics$VariantCallingSummaryMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_vcf_CollectVariantCallingMetrics$VariantCallingSummaryMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_GenotypeGVCFs.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_GenotypeGVCFs.json",.05,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_analysis_artifacts_SequencingArtifactMetrics$PreAdapterSummaryMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_analysis_artifacts_SequencingArtifactMetrics$PreAdapterSummaryMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_TandemRepeat.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_TandemRepeat.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_arrays_CollectArraysVariantCallingMetrics$ArraysControlCodesSummaryMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_arrays_CollectArraysVariantCallingMetrics$ArraysControlCodesSummaryMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_BuildBamIndex.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_BuildBamIndex.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_VariantAnnotator.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_VariantAnnotator.html",.11,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_FilterSamReads.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_FilterSamReads.html",.09,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_BaseQualityRankSumTest.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_allelespecific_AS_BaseQualityRankSumTest.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_arrays_MergePedIntoVcf.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_arrays_MergePedIntoVcf.html",.08,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_validation_Concordance.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_validation_Concordance.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_FragmentLengthReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_FragmentLengthReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_rnaseq_SplitNCigarReads.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_rnaseq_SplitNCigarReads.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$PrimaryLineReadFilter.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$PrimaryLineReadFilter.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NonZeroFragmentLengthReadFilter.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_engine_filters_ReadFilterLibrary$NonZeroFragmentLengthReadFilter.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_arrays_BafRegressMetrics.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_arrays_BafRegressMetrics.html",0,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_pipelines_metrics_CollectMultipleMetricsSpark.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_pipelines_metrics_CollectMultipleMetricsSpark.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_reference_CompareReferences.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_reference_CompareReferences.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_spark_sv_StructuralVariationDiscoveryPipelineSpark.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_spark_sv_StructuralVariationDiscoveryPipelineSpark.json",.05,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_validation_EvaluateInfoFieldConcordance.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_validation_EvaluateInfoFieldConcordance.json",.02,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_CountBases.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_CountBases.html",.10,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"org_broadinstitute_hellbender_tools_walkers_annotator_StrandOddsRatio.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/org_broadinstitute_hellbender_tools_walkers_annotator_StrandOddsRatio.html",.07,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_vcf_SplitVcfs.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_vcf_SplitVcfs.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"index.html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/index.html",.15,"2024-06-29 21:16","html","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
"picard_sam_SplitSamByLibrary.json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc/picard_sam_SplitSamByLibrary.json",0,"2024-06-29 21:16","json","01_Projects/DNA_Genealogy/DNA_Research/GATK/gatk-4.6.0.0/gatkdoc"
